"CustomerID";"Age";"MaritalStatus";"Sex";"Education"
"1139";25;"Married";"Male";"Master"
"1140";97;"Married";"Male";"High School"
"1141";42;"Single";"Male";"High School"
"1142";77;"Divorced";"Male";"Bachelor"
"1148";31;"Divorced";"Female";"High School"
"1149";16;"Married";"Female";"Bachelor"
"1151";53;"Married";"Male";"High School"
"1152";31;"Single";"Male";"High School"
"1153";44;"Married";"Female";"High School"
"1154";62;"Married";"Male";"High School"
"1157";65;"Married";"Female";"High School"
"1159";47;"Married";"Female";"High School"
"1160";26;"Married";"Male";"High School"
"1161";48;"Married";"Male";"High School"
"1162";60;"Married";"Male";"High School"
"1163";29;"Married";"Male";"High School"
"1164";38;"Divorced";"Male";"High School"
"1165";28;"Married";"Female";"High School"
"1167";41;"Married";"Female";"High School"
"1168";56;"Married";"Male";"Master"
"1171";55;"Married";"Male";"High School"
"1173";64;"Married";"Male";"High School"
"1175";45;"Married";"Male";"High School"
"1176";57;"Married";"Male";"High School"
"1178";55;"Married";"Female";"High School"
"1187";60;"Married";"Female";"High School"
"1188";85;"Married";"Female";"Master"
"1189";59;"Married";"Male";"High School"
"1191";23;"Married";"Male";"Bachelor"
"1194";64;"Married";"Male";"High School"
"1195";64;"Divorced";"Male";"Bachelor"
"1196";42;"Married";"Male";"Bachelor"
"1200";56;"Single";"Female";"High School"
"1203";56;"Married";"Female";"High School"
"1204";44;"Married";"Female";"High School"
"1207";72;"Married";"Male";"High School"
"1208";70;"Married";"Male";"High School"
"1209";92;"Married";"Male";"High School"
"1211";80;"Married";"Female";"Bachelor"
"1213";47;"Married";"Male";"Master"
"1214";45;"Married";"Female";"Bachelor"
"1216";34;"Single";"Female";"High School"
"1217";40;"Married";"Male";"High School"
"1218";30;"Divorced";"Female";"High School"
"1221";52;"Married";"Male";"High School"
"1222";74;"Divorced";"Female";"Master"
"1223";31;"Married";"Male";"Bachelor"
"1224";65;"Married";"Male";"High School"
"1226";48;"Married";"Male";"High School"
"1229";11;"Married";"Male";"High School"
"1230";58;"Married";"Male";"High School"
"1231";51;"Divorced";"Female";"High School"
"1232";29;"Single";"Female";"High School"
"1234";30;"Single";"Male";"High School"
"1235";43;"Married";"Male";"Master"
"1238";38;"Married";"Male";"Bachelor"
"1239";47;"Divorced";"Male";"High School"
"1240";43;"Married";"Male";"High School"
"1242";44;"Divorced";"Male";"Master"
"1243";85;"Divorced";"Female";"High School"
"1245";61;"Married";"Male";"High School"
"1246";58;"Married";"Male";"Master"
"1247";33;"Married";"Male";"High School"
"1249";37;"Single";"Male";"Bachelor"
"1251";60;"Married";"Female";"High School"
"1252";66;"Married";"Male";"High School"
"1254";78;"Married";"Female";"High School"
"1258";67;"Married";"Male";"High School"
"1260";59;"Divorced";"Male";"Bachelor"
"1261";74;"Married";"Female";"High School"
"1262";52;"Divorced";"Male";"High School"
"1264";70;"Married";"Male";"High School"
"1265";53;"Married";"Male";"Master"
"1267";68;"Married";"Male";"High School"
"1268";48;"Married";"Male";"High School"
"1269";102;"Divorced";"Female";"High School"
"1270";28;"Married";"Male";"High School"
"1271";61;"Married";"Male";"High School"
"1273";72;"Married";"Female";"High School"
"1274";37;"Married";"Male";"High School"
"1276";35;"Divorced";"Male";"High School"
"1278";60;"Married";"Male";"Bachelor"
"1279";43;"Divorced";"Male";"Bachelor"
"1283";39;"Married";"Female";"High School"
"1284";44;"Married";"Female";"High School"
"1285";31;"Married";"Male";"High School"
"1286";49;"Married";"Male";"High School"
"1289";49;"Divorced";"Male";"Bachelor"
"1291";69;"Divorced";"Male";"Bachelor"
"1293";60;"Married";"Male";"Bachelor"
"1295";101;"Married";"Male";"High School"
"1298";54;"Married";"Male";"Bachelor"
"1300";12;"Divorced";"Female";"High School"
"1303";41;"Married";"Male";"High School"
"1304";82;"Divorced";"Male";"Master"
"1305";21;"Divorced";"Female";"High School"
"1307";39;"Married";"Female";"High School"
"1308";59;"Divorced";"Male";"High School"
"1309";52;"Single";"Male";"High School"
"1311";52;"Married";"Female";"High School"
"1312";74;"Married";"Male";"High School"
"1313";53;"Married";"Male";"High School"
"1314";75;"Married";"Female";"High School"
"1317";57;"Married";"Female";"High School"
"1321";19;"Married";"Male";"High School"
"1324";4;"Single";"Male";"Bachelor"
"1326";27;"Married";"Male";"High School"
"1327";76;"Single";"Male";"Bachelor"
"1328";46;"Married";"Male";"High School"
"1330";12;"Divorced";"Female";"Bachelor"
"1331";31;"Married";"Female";"High School"
"1332";57;"Married";"Male";"High School"
"1333";106;"Married";"Male";"Bachelor"
"1334";67;"Married";"Female";"High School"
"1335";57;"Married";"Female";"Bachelor"
"1336";56;"Single";"Male";"High School"
"1337";50;"Divorced";"Male";"High School"
"1338";56;"Married";"Male";"High School"
"1339";64;"Married";"Male";"High School"
"1340";86;"Divorced";"Male";"High School"
"1341";59;"Married";"Male";"High School"
"1343";72;"Married";"Male";"Master"
"1344";44;"Married";"Male";"Bachelor"
"1348";90;"Married";"Male";"High School"
"1350";54;"Married";"Male";"High School"
"1351";51;"Married";"Male";"High School"
"1352";34;"Married";"Female";"Master"
"1353";45;"Married";"Male";"Bachelor"
"1354";52;"Married";"Female";"High School"
"1355";84;"Married";"Male";"High School"
"1358";61;"Single";"Female";"Master"
"1360";11;"Married";"Male";"High School"
"1361";62;"Married";"Male";"Master"
"1363";58;"Married";"Male";"High School"
"1365";71;"Single";"Male";"High School"
"1366";48;"Married";"Male";"High School"
"1367";21;"Divorced";"Male";"High School"
"1368";84;"Married";"Male";"Bachelor"
"1370";66;"Married";"Male";"Bachelor"
"1371";62;"Married";"Male";"Bachelor"
"1372";48;"Divorced";"Male";"High School"
"1373";55;"Divorced";"Female";"High School"
"1374";73;"Married";"Male";"High School"
"1375";66;"Divorced";"Male";"High School"
"1376";29;"Divorced";"Male";"High School"
"1380";53;"Single";"Female";"High School"
"1383";75;"Married";"Female";"Master"
"1386";48;"Married";"Male";"Bachelor"
"1387";29;"Married";"Male";"High School"
"1389";58;"Married";"Female";"High School"
"1390";97;"Married";"Female";"High School"
"1395";73;"Divorced";"Male";"High School"
"1396";77;"Married";"Male";"High School"
"1397";37;"Married";"Male";"High School"
"1398";40;"Single";"Male";"Bachelor"
"1401";46;"Married";"Male";"High School"
"1402";66;"Married";"Male";"High School"
"1403";80;"Married";"Female";"High School"
"1404";53;"Married";"Male";"High School"
"1405";82;"Married";"Male";"High School"
"1406";42;"Single";"Female";"High School"
"1408";80;"Married";"Female";"Master"
"1409";45;"Married";"Male";"High School"
"1410";95;"Divorced";"Male";"High School"
"1411";36;"Married";"Male";"High School"
"1413";29;"Married";"Female";"High School"
"1418";55;"Married";"Male";"High School"
"1420";58;"Married";"Male";"High School"
"1422";61;"Married";"Male";"High School"
"1423";81;"Married";"Female";"Master"
"1426";65;"Married";"Male";"High School"
"1428";62;"Divorced";"Male";"High School"
"1429";87;"Divorced";"Male";"High School"
"1431";54;"Single";"Female";"Bachelor"
"1432";31;"Married";"Male";"High School"
"1435";76;"Married";"Male";"Bachelor"
"1436";34;"Married";"Male";"High School"
"1437";12;"Married";"Male";"High School"
"1440";45;"Married";"Male";"High School"
"1442";62;"Married";"Male";"High School"
"1446";66;"Married";"Male";"High School"
"1447";55;"Divorced";"Male";"High School"
"1448";33;"Married";"Male";"High School"
"1449";57;"Married";"Male";"High School"
"1450";43;"Married";"Female";"High School"
"1451";73;"Married";"Male";"High School"
"1452";48;"Married";"Male";"High School"
"1453";29;"Divorced";"Male";"High School"
"1454";51;"Married";"Male";"High School"
"1455";55;"Married";"Female";"High School"
"1460";48;"Married";"Male";"Master"
"1461";64;"Married";"Male";"High School"
"1463";86;"Married";"Male";"High School"
"1464";66;"Married";"Male";"High School"
"1468";66;"Married";"Male";"Master"
"1469";49;"Married";"Female";"High School"
"1470";64;"Married";"Female";"High School"
"1471";92;"Single";"Male";"High School"
"1473";37;"Single";"Male";"High School"
"1475";24;"Divorced";"Male";"High School"
"1476";55;"Married";"Male";"High School"
"1477";54;"Married";"Male";"High School"
"1478";44;"Married";"Male";"High School"
"1479";37;"Married";"Female";"High School"
"1481";68;"Married";"Male";"High School"
"1482";72;"Single";"Male";"Bachelor"
"1483";59;"Divorced";"Male";"High School"
"1484";67;"Married";"Male";"Bachelor"
"1485";54;"Married";"Male";"High School"
"1486";26;"Married";"Female";"High School"
"1487";48;"Divorced";"Male";"High School"
"1489";39;"Married";"Male";"High School"
"1490";58;"Married";"Male";"High School"
"1495";34;"Single";"Male";"High School"
"1496";97;"Single";"Male";"High School"
"1497";49;"Married";"Male";"High School"
"1500";71;"Married";"Male";"Bachelor"
"1501";68;"Single";"Male";"Bachelor"
"1502";79;"Divorced";"Male";"High School"
"1505";63;"Married";"Male";"High School"
"1508";63;"Divorced";"Male";"Bachelor"
"1509";45;"Married";"Male";"High School"
"1510";36;"Divorced";"Male";"High School"
"1511";67;"Married";"Male";"High School"
"1512";62;"Married";"Male";"High School"
"1513";86;"Divorced";"Male";"High School"
"1515";35;"Married";"Male";"High School"
"1516";58;"Married";"Male";"High School"
"1517";29;"Married";"Male";"High School"
"1522";80;"Divorced";"Male";"Bachelor"
"1523";29;"Divorced";"Male";"Bachelor"
"1524";64;"Married";"Male";"High School"
"1525";76;"Married";"Male";"High School"
"1527";53;"Married";"Male";"High School"
"1529";58;"Married";"Female";"High School"
"1533";40;"Single";"Female";"High School"
"1534";68;"Divorced";"Male";"High School"
"1535";68;"Married";"Male";"High School"
"1539";40;"Divorced";"Male";"High School"
"1540";81;"Divorced";"Male";"High School"
"1541";79;"Married";"Female";"Bachelor"
"1543";22;"Divorced";"Female";"High School"
"1545";78;"Married";"Male";"High School"
"1550";73;"Married";"Male";"Bachelor"
"1551";52;"Married";"Male";"Bachelor"
"1552";23;"Married";"Male";"Bachelor"
"1557";50;"Divorced";"Male";"High School"
"1558";74;"Married";"Female";"High School"
"1559";73;"Married";"Male";"High School"
"1560";44;"Divorced";"Male";"High School"
"1561";84;"Married";"Female";"High School"
"1562";41;"Married";"Female";"Bachelor"
"1566";63;"Married";"Male";"High School"
"1567";20;"Single";"Female";"High School"
"1569";103;"Divorced";"Female";"Bachelor"
"1571";47;"Married";"Female";"Bachelor"
"1572";75;"Married";"Male";"Bachelor"
"1574";51;"Married";"Female";"High School"
"1575";33;"Divorced";"Male";"High School"
"1579";63;"Divorced";"Male";"Bachelor"
"1583";65;"Married";"Male";"Bachelor"
"1585";39;"Married";"Female";"High School"
"1586";56;"Married";"Female";"High School"
"1588";55;"Divorced";"Male";"High School"
"1589";44;"Married";"Male";"Bachelor"
"1591";65;"Single";"Male";"High School"
"1594";49;"Married";"Male";"High School"
"1596";35;"Married";"Male";"Master"
"1597";88;"Married";"Male";"High School"
"1600";46;"Divorced";"Male";"High School"
"1602";74;"Married";"Male";"High School"
"1603";52;"Married";"Male";"High School"
"1606";26;"Married";"Male";"Master"
"1608";70;"Married";"Male";"Bachelor"
"1609";79;"Married";"Male";"Bachelor"
"1611";42;"Married";"Female";"High School"
"1615";47;"Married";"Male";"High School"
"1620";38;"Married";"Male";"High School"
"1621";30;"Married";"Male";"High School"
"1622";34;"Married";"Male";"High School"
"1623";40;"Married";"Male";"High School"
"1624";63;"Married";"Male";"High School"
"1625";74;"Married";"Male";"High School"
"1626";61;"Married";"Female";"Bachelor"
"1627";59;"Divorced";"Male";"High School"
"1628";88;"Married";"Male";"Bachelor"
"1630";74;"Married";"Female";"High School"
"1631";49;"Single";"Male";"High School"
"1632";64;"Single";"Male";"Bachelor"
"1634";21;"Married";"Male";"High School"
"1636";23;"Married";"Male";"High School"
"1637";65;"Married";"Female";"High School"
"1638";35;"Married";"Female";"Master"
"1640";38;"Married";"Male";"High School"
"1642";69;"Divorced";"Male";"Bachelor"
"1646";85;"Divorced";"Male";"High School"
"1648";62;"Single";"Female";"Bachelor"
"1649";80;"Married";"Male";"High School"
"1650";66;"Divorced";"Male";"High School"
"1653";45;"Married";"Male";"High School"
"1654";18;"Married";"Female";"High School"
"1655";40;"Married";"Male";"High School"
"1656";68;"Divorced";"Female";"High School"
"1660";66;"Married";"Female";"High School"
"1662";89;"Married";"Male";"High School"
"1664";83;"Married";"Male";"High School"
"1665";51;"Single";"Male";"High School"
"1668";47;"Married";"Female";"High School"
"1670";29;"Married";"Female";"Bachelor"
"1671";35;"Married";"Male";"High School"
"1672";99;"Divorced";"Male";"High School"
"1677";72;"Married";"Female";"Master"
"1679";75;"Divorced";"Female";"High School"
"1682";58;"Married";"Male";"High School"
"1683";56;"Married";"Male";"High School"
"1686";53;"Single";"Male";"High School"
"1688";74;"Married";"Male";"High School"
"1689";84;"Married";"Male";"High School"
"1691";28;"Married";"Male";"High School"
"1692";20;"Married";"Female";"Bachelor"
"1693";68;"Married";"Female";"High School"
"1698";65;"Divorced";"Female";"High School"
"1703";75;"Single";"Female";"High School"
"1704";28;"Single";"Male";"Master"
"1706";79;"Married";"Male";"High School"
"1707";22;"Married";"Male";"Master"
"1708";40;"Married";"Male";"High School"
"1710";49;"Married";"Male";"High School"
"1712";49;"Married";"Female";"High School"
"1713";77;"Married";"Male";"High School"
"1714";69;"Married";"Male";"High School"
"1716";70;"Single";"Male";"High School"
"1717";47;"Married";"Male";"Bachelor"
"1722";38;"Married";"Female";"High School"
"1723";77;"Married";"Male";"High School"
"1724";75;"Married";"Female";"Bachelor"
"1728";52;"Divorced";"Female";"High School"
"1729";16;"Married";"Male";"High School"
"1730";48;"Married";"Male";"High School"
"1731";75;"Married";"Male";"High School"
"1735";59;"Married";"Male";"High School"
"1738";32;"Married";"Male";"Bachelor"
"1739";48;"Single";"Female";"High School"
"1740";5;"Married";"Male";"High School"
"1743";48;"Married";"Male";"High School"
"1745";39;"Married";"Male";"High School"
"1747";67;"Married";"Male";"High School"
"1748";38;"Divorced";"Male";"High School"
"1752";72;"Divorced";"Female";"Master"
"1755";38;"Single";"Male";"High School"
"1756";69;"Married";"Female";"High School"
"1757";37;"Married";"Female";"High School"
"1759";82;"Married";"Female";"High School"
"1760";25;"Married";"Female";"High School"
"1761";8;"Married";"Female";"High School"
"1767";61;"Single";"Male";"High School"
"1769";59;"Married";"Male";"High School"
"1771";15;"Divorced";"Male";"High School"
"1772";47;"Married";"Male";"Bachelor"
"1774";23;"Single";"Male";"High School"
"1775";63;"Married";"Male";"Bachelor"
"1778";70;"Divorced";"Male";"High School"
"1779";40;"Married";"Female";"High School"
"1780";66;"Married";"Male";"High School"
"1782";94;"Married";"Male";"Master"
"1784";39;"Single";"Female";"High School"
"1785";40;"Married";"Male";"High School"
"1787";45;"Married";"Male";"High School"
"1789";42;"Divorced";"Male";"High School"
"1790";26;"Married";"Female";"High School"
"1791";20;"Married";"Female";"Master"
"1792";75;"Single";"Female";"High School"
"1793";32;"Single";"Female";"Bachelor"
"1794";75;"Married";"Female";"High School"
"1796";40;"Divorced";"Male";"Master"
"1801";85;"Single";"Male";"High School"
"1804";85;"Married";"Male";"High School"
"1805";35;"Married";"Male";"High School"
"1807";41;"Married";"Male";"Bachelor"
"1810";67;"Single";"Male";"High School"
"1812";43;"Married";"Female";"High School"
"1813";57;"Single";"Male";"High School"
"1814";70;"Married";"Male";"High School"
"1815";51;"Divorced";"Female";"High School"
"1816";62;"Married";"Male";"High School"
"1817";38;"Married";"Female";"High School"
"1818";61;"Single";"Male";"High School"
"1819";4;"Married";"Male";"High School"
"1820";64;"Married";"Female";"High School"
"1821";56;"Divorced";"Male";"Bachelor"
"1822";83;"Divorced";"Male";"Master"
"1828";59;"Divorced";"Male";"Master"
"1834";46;"Married";"Male";"High School"
"1836";63;"Married";"Male";"High School"
"1837";49;"Married";"Female";"High School"
"1838";56;"Divorced";"Female";"High School"
"1839";49;"Married";"Female";"Master"
"1842";39;"Married";"Male";"High School"
"1843";64;"Married";"Female";"High School"
"1844";42;"Single";"Female";"High School"
"1845";42;"Married";"Male";"Bachelor"
"1846";15;"Married";"Male";"High School"
"1847";68;"Married";"Male";"Bachelor"
"1848";35;"Divorced";"Female";"High School"
"1849";75;"Divorced";"Male";"Bachelor"
"1856";63;"Married";"Male";"High School"
"1858";52;"Married";"Male";"Bachelor"
"1859";63;"Married";"Male";"Bachelor"
"1861";28;"Married";"Male";"High School"
"1862";88;"Married";"Male";"High School"
"1863";35;"Married";"Male";"High School"
"1864";33;"Married";"Male";"High School"
"1866";79;"Married";"Male";"Master"
"1867";69;"Married";"Male";"Bachelor"
"1868";79;"Married";"Female";"Master"
"1871";85;"Divorced";"Female";"High School"
"1875";51;"Married";"Female";"High School"
"1876";80;"Married";"Male";"Bachelor"
"1880";83;"Single";"Male";"High School"
"1881";61;"Single";"Male";"High School"
"1884";69;"Married";"Male";"High School"
"1886";56;"Married";"Male";"High School"
"1887";56;"Married";"Male";"Bachelor"
"1889";64;"Married";"Female";"Bachelor"
"1892";50;"Married";"Male";"High School"
"1896";47;"Married";"Female";"Master"
"1897";43;"Married";"Male";"High School"
"1898";31;"Married";"Male";"High School"
"1903";65;"Married";"Female";"High School"
"1904";88;"Married";"Male";"High School"
"1905";40;"Married";"Male";"High School"
"1906";36;"Married";"Male";"Bachelor"
"1907";87;"Married";"Female";"Master"
"1908";53;"Single";"Male";"High School"
"1910";54;"Married";"Male";"High School"
"1911";69;"Married";"Male";"High School"
"1918";74;"Married";"Male";"Bachelor"
"1919";87;"Married";"Male";"Bachelor"
"1925";26;"Married";"Male";"High School"
"1926";44;"Married";"Male";"High School"
"1928";96;"Divorced";"Male";"Bachelor"
"1929";93;"Married";"Male";"High School"
"1931";11;"Divorced";"Male";"Bachelor"
"1932";76;"Married";"Male";"Bachelor"
"1933";68;"Single";"Male";"High School"
"1935";50;"Single";"Male";"High School"
"1936";31;"Married";"Male";"Bachelor"
"1937";23;"Married";"Male";"High School"
"1939";67;"Married";"Male";"High School"
"1941";33;"Married";"Female";"High School"
"1945";49;"Divorced";"Female";"High School"
"1947";44;"Married";"Female";"High School"
"1948";74;"Single";"Male";"High School"
"1949";31;"Married";"Female";"High School"
"1953";76;"Married";"Male";"Bachelor"
"1954";37;"Married";"Female";"Master"
"1956";40;"Married";"Male";"Master"
"1957";71;"Divorced";"Male";"High School"
"1958";55;"Married";"Male";"High School"
"1961";52;"Married";"Female";"High School"
"1962";73;"Married";"Male";"Bachelor"
"1964";81;"Married";"Female";"High School"
"1965";16;"Married";"Female";"Bachelor"
"1966";79;"Married";"Male";"High School"
"1967";63;"Married";"Male";"High School"
"1968";50;"Divorced";"Female";"Bachelor"
"1969";26;"Married";"Male";"High School"
"1970";63;"Single";"Male";"High School"
"1972";19;"Married";"Male";"Bachelor"
"1973";55;"Married";"Male";"Master"
"1974";49;"Divorced";"Male";"High School"
"1975";31;"Married";"Male";"Bachelor"
"1980";5;"Single";"Female";"High School"
"1982";63;"Married";"Female";"Master"
"1984";46;"Single";"Male";"High School"
"1985";44;"Married";"Female";"High School"
"1986";61;"Married";"Female";"High School"
"1987";80;"Married";"Female";"High School"
"1990";79;"Single";"Male";"High School"
"1991";82;"Single";"Female";"High School"
"1993";68;"Married";"Male";"Master"
"1994";59;"Married";"Male";"High School"
"1995";57;"Married";"Male";"High School"
"1998";92;"Married";"Male";"High School"
"1999";68;"Divorced";"Male";"Bachelor"
"2000";44;"Married";"Male";"Master"
"2001";63;"Married";"Male";"High School"
"2008";67;"Married";"Male";"Master"
"2009";77;"Married";"Male";"High School"
"2010";44;"Married";"Male";"High School"
"2011";72;"Married";"Male";"High School"
"2012";64;"Married";"Male";"Bachelor"
"2015";67;"Married";"Male";"High School"
"2019";72;"Married";"Male";"Master"
"2021";55;"Married";"Male";"High School"
"2022";63;"Married";"Male";"Bachelor"
"2025";54;"Married";"Male";"High School"
"2026";81;"Divorced";"Male";"High School"
"2028";91;"Divorced";"Male";"Bachelor"
"2032";59;"Married";"Male";"High School"
"2036";24;"Married";"Male";"High School"
"2037";53;"Married";"Male";"High School"
"2038";63;"Divorced";"Female";"Bachelor"
"2040";55;"Divorced";"Male";"High School"
"2041";85;"Married";"Male";"Master"
"2045";62;"Divorced";"Male";"High School"
"2047";46;"Married";"Male";"High School"
"2048";45;"Married";"Female";"Master"
"2049";97;"Divorced";"Male";"High School"
"2051";48;"Single";"Male";"High School"
"2053";43;"Married";"Male";"High School"
"2055";49;"Married";"Male";"High School"
"2057";70;"Married";"Female";"Master"
"2059";56;"Married";"Male";"High School"
"2063";33;"Married";"Female";"High School"
"2064";70;"Married";"Female";"Master"
"2065";28;"Married";"Female";"High School"
"2066";58;"Divorced";"Male";"High School"
"2069";85;"Married";"Female";"Master"
"2070";81;"Married";"Male";"High School"
"2071";66;"Married";"Male";"Master"
"2073";67;"Divorced";"Male";"High School"
"2075";38;"Divorced";"Female";"High School"
"2077";42;"Married";"Male";"High School"
"2078";52;"Married";"Female";"High School"
"2079";34;"Married";"Male";"High School"
"2081";41;"Married";"Male";"Bachelor"
"2083";34;"Married";"Male";"High School"
"2085";59;"Married";"Female";"High School"
"2088";106;"Divorced";"Female";"High School"
"2089";39;"Married";"Female";"Bachelor"
"1007";29;"Divorced";"Female";"Master"
"1008";34;"Single";"Male";"Master"
"1009";61;"Single";"Female";"Bachelor"
"1012";14;"Divorced";"Female";"Master"
"1014";33;"Single";"Male";"Bachelor"
"1016";39;"Single";"Female";"Master"
"1018";36;"Divorced";"Female";"Bachelor"
"1027";40;"Married";"Female";"Master"
"1028";40;"Single";"Female";"Bachelor"
"1029";22;"Divorced";"Male";"Master"
"1030";39;"Married";"Female";"Master"
"1031";13;"Single";"Male";"Master"
"1033";40;"Divorced";"Female";"High School"
"1034";33;"Divorced";"Male";"Master"
"1036";55;"Married";"Male";"Master"
"1037";32;"Married";"Female";"Bachelor"
"1039";26;"Single";"Male";"Master"
"1041";19;"Single";"Female";"Master"
"1042";43;"Single";"Male";"Bachelor"
"1045";37;"Single";"Female";"Master"
"1046";47;"Single";"Female";"Master"
"1047";42;"Divorced";"Male";"Master"
"1048";26;"Divorced";"Male";"Master"
"1049";49;"Single";"Male";"Bachelor"
"1050";47;"Single";"Female";"Master"
"1053";29;"Single";"Female";"Master"
"1058";45;"Divorced";"Female";"Bachelor"
"1064";44;"Divorced";"Female";"Bachelor"
"1065";36;"Single";"Female";"Bachelor"
"1066";35;"Divorced";"Female";"Master"
"1070";27;"Single";"Female";"Bachelor"
"1072";57;"Single";"Female";"Master"
"1075";35;"Divorced";"Female";"Master"
"1077";47;"Divorced";"Female";"Master"
"1078";48;"Divorced";"Male";"Master"
"1080";22;"Single";"Female";"Master"
"1082";41;"Married";"Male";"Master"
"1085";33;"Divorced";"Female";"Master"
"1090";39;"Single";"Female";"Bachelor"
"1091";29;"Single";"Female";"Master"
"1094";27;"Divorced";"Male";"Master"
"1096";37;"Divorced";"Female";"High School"
"1098";39;"Single";"Male";"High School"
"1099";37;"Single";"Female";"Bachelor"
"1102";9;"Married";"Male";"Master"
"1103";37;"Single";"Male";"Bachelor"
"1106";37;"Single";"Female";"High School"
"1107";45;"Single";"Female";"High School"
"1108";31;"Single";"Male";"Master"
"1109";54;"Married";"Male";"Master"
"1111";15;"Married";"Female";"Bachelor"
"1114";18;"Single";"Female";"Master"
"1116";44;"Divorced";"Male";"Master"
"1117";30;"Single";"Female";"Master"
"1119";36;"Divorced";"Female";"Bachelor"
"1123";29;"Divorced";"Female";"High School"
"1125";31;"Married";"Female";"Master"
"1133";35;"Divorced";"Female";"Master"
"1136";46;"Divorced";"Female";"Bachelor"
"1138";46;"Divorced";"Male";"Bachelor"
"1143";32;"Single";"Male";"Master"
"1144";35;"Single";"Female";"High School"
"1145";29;"Divorced";"Female";"High School"
"1146";39;"Divorced";"Female";"Master"
"1147";45;"Single";"Female";"Master"
"1150";31;"Single";"Female";"Master"
"1155";23;"Divorced";"Female";"Bachelor"
"1156";26;"Divorced";"Female";"Master"
"1158";28;"Divorced";"Female";"Master"
"1166";30;"Married";"Female";"Master"
"1169";47;"Divorced";"Female";"High School"
"1170";36;"Married";"Female";"Master"
"1172";20;"Divorced";"Female";"Bachelor"
"1174";37;"Divorced";"Female";"High School"
"1177";32;"Divorced";"Female";"Master"
"1179";34;"Divorced";"Female";"Master"
"1180";20;"Single";"Male";"Master"
"1181";24;"Divorced";"Female";"Master"
"1182";22;"Single";"Female";"Bachelor"
"1183";51;"Divorced";"Female";"Bachelor"
"1184";26;"Divorced";"Male";"Master"
"1185";40;"Divorced";"Female";"Bachelor"
"1186";47;"Single";"Female";"Master"
"1190";38;"Single";"Female";"Master"
"1192";23;"Married";"Female";"Bachelor"
"1193";34;"Single";"Female";"Master"
"1197";52;"Divorced";"Male";"Master"
