"TransactionID";"ProductID";"CustomerID";"Date";"OrderTotal"
10820;9252;1501;2018-02-12;66
10398;9254;1501;2018-03-07;122
10014;9258;1326;2018-06-11;145
10172;9260;1326;2018-01-11;200
10640;9250;1326;2018-01-11;139
10727;9260;1326;2018-01-21;193
10876;9255;1326;2018-01-04;162
10297;9252;1326;2017-11-29;93
10204;9254;1326;2018-06-26;52
10084;9259;1326;2017-12-07;135
10353;9251;1101;2018-06-08;86
10587;9250;1101;2017-11-11;179
10881;9250;1101;2018-04-10;162
10576;9255;1101;2018-03-29;178
10514;9252;1101;2018-02-15;189
10627;9255;1101;2017-12-14;100
10063;9256;1101;2018-05-09;158
10598;9260;1101;2018-02-04;153
10427;9260;1101;2018-03-24;72
10450;9260;1101;2018-08-02;132
10014;9258;1957;2018-06-11;145
10155;9260;1957;2018-07-02;101
10309;9258;1957;2018-07-18;119
10941;9254;1957;2018-05-11;73
10680;9250;1957;2018-05-27;152
10893;9255;1957;2018-01-21;163
10815;9250;1957;2018-04-02;84
10283;9257;1957;2017-10-09;121
10033;9260;1957;2017-11-05;56
10038;9253;1957;2018-01-22;58
10502;9251;1957;2017-10-23;185
10361;9251;1638;2018-05-20;70
10395;9253;1638;2018-08-15;183
10095;9258;1638;2017-11-17;126
10365;9259;1638;2017-11-06;113
10176;9253;1638;2018-09-01;185
10247;9253;1638;2017-11-24;52
10286;9250;1638;2017-11-18;199
10205;9257;2001;2018-08-26;160
10265;9252;2001;2018-01-28;152
10501;9255;2001;2018-08-03;50
10144;9256;2001;2018-01-30;111
10844;9258;2001;2017-09-14;181
10766;9254;2001;2018-05-07;97
10244;9256;2001;2017-10-09;67
10575;9256;1720;2018-02-15;101
10831;9256;1720;2018-03-13;63
10330;9258;1720;2018-03-30;122
10652;9256;1720;2018-04-06;119
10401;9257;1720;2018-07-30;123
10290;9255;1720;2018-01-13;96
10046;9258;1720;2017-09-11;185
10104;9251;1720;2017-11-26;135
10113;9252;1720;2018-04-12;118
10947;9260;1720;2018-03-14;165
10171;9256;1720;2018-01-25;110
10632;9253;1720;2018-05-06;50
10140;9258;1720;2018-06-07;84
10840;9255;1720;2017-11-27;197
10709;9256;1312;2018-05-07;91
10899;9259;1312;2017-11-05;101
10212;9259;1312;2018-02-14;49
10152;9250;1312;2018-09-06;150
10467;9260;1312;2018-05-24;105
10252;9253;1312;2017-12-17;63
10473;9251;1312;2018-09-02;55
10553;9250;1312;2018-07-11;97
10047;9257;1312;2018-06-26;84
10269;9250;1312;2018-07-16;107
10381;9256;1312;2018-08-01;90
10660;9250;1312;2018-01-12;123
10705;9251;1312;2018-04-02;170
10909;9256;1679;2017-10-15;171
10572;9254;1679;2018-04-13;78
10033;9260;1679;2017-11-05;56
10743;9251;1679;2018-07-03;106
10713;9251;1679;2017-12-03;166
10754;9251;1679;2017-10-01;118
10258;9258;1679;2018-04-09;143
10272;9255;1679;2018-01-16;153
10337;9257;1679;2018-08-01;58
10427;9260;1679;2018-03-24;72
10391;9250;1458;2018-04-04;94
10846;9257;1458;2017-12-18;61
10414;9258;1458;2018-07-29;125
10303;9254;1458;2018-06-26;143
10083;9250;1458;2018-05-12;132
10706;9258;1458;2018-06-19;126
10442;9260;1458;2018-07-05;97
10373;9256;1458;2018-04-24;76
10611;9256;1458;2018-02-15;135
10498;9257;1458;2017-09-24;162
10127;9259;1458;2017-10-04;117
10319;9251;1458;2018-06-09;100
10673;9258;1458;2018-08-12;94
10004;9253;1458;2018-05-06;59
10560;9260;1458;2018-07-07;185
10135;9260;1458;2018-07-09;172
10747;9254;1458;2017-11-11;127
10730;9257;1458;2018-05-22;126
10135;9260;2043;2018-07-09;172
10807;9259;2043;2018-07-31;181
10396;9252;2043;2018-03-09;97
10342;9250;2043;2017-12-15;193
10393;9257;2043;2018-07-03;129
10379;9258;2043;2018-05-02;141
10542;9260;2043;2017-10-09;126
10620;9250;2043;2018-07-07;197
10434;9251;2043;2018-08-12;146
10429;9260;2043;2018-07-20;125
10099;9259;2043;2017-09-23;53
10067;9259;2043;2018-04-24;52
10671;9251;1668;2017-12-04;84
10414;9258;1668;2018-07-29;125
10694;9252;1668;2018-02-15;128
10650;9255;1668;2017-10-07;158
10073;9251;1668;2018-06-04;181
10670;9251;1668;2018-08-31;111
10384;9260;1668;2018-03-16;166
10396;9252;1144;2018-03-09;97
10350;9258;1144;2018-02-25;197
10986;9255;1144;2017-11-29;176
10342;9250;1144;2017-12-15;193
10143;9258;1144;2018-05-19;191
10061;9252;1144;2017-12-17;191
10356;9256;1144;2017-11-11;107
10553;9250;1144;2018-07-11;97
10270;9251;1144;2017-10-01;79
10210;9253;1144;2018-01-28;142
10646;9250;1144;2017-10-14;175
10313;9258;1144;2017-11-06;131
10865;9254;1144;2017-09-21;78
10436;9257;1144;2018-05-14;90
10345;9255;1144;2018-04-30;125
10834;9255;1144;2018-06-15;199
10476;9258;1144;2018-04-08;73
10616;9256;1144;2018-02-17;179
10780;9252;1596;2018-07-07;60
10210;9253;1596;2018-01-28;142
10973;9257;1596;2018-07-16;192
10984;9253;1596;2018-01-15;61
10814;9257;1596;2017-11-17;97
10606;9260;1596;2018-01-16;89
10242;9257;1596;2018-01-08;200
10158;9257;1596;2018-04-02;155
10246;9258;1967;2018-03-09;196
10884;9253;1967;2018-06-15;120
10014;9258;1967;2018-06-11;145
10683;9250;1967;2017-11-05;96
10746;9252;1967;2017-12-26;48
10051;9260;1967;2018-06-09;136
10505;9256;1967;2017-11-05;51
10309;9258;1967;2018-07-18;119
10900;9256;1967;2017-10-20;160
10118;9253;1111;2018-04-17;135
10852;9254;1111;2018-09-09;117
10417;9257;1111;2018-03-30;140
10304;9252;1111;2017-10-19;83
10641;9260;1111;2018-08-29;90
10765;9252;1111;2017-09-28;138
10258;9258;1111;2018-04-09;143
10934;9255;1111;2018-08-27;89
10437;9259;1111;2018-05-17;108
10026;9255;1111;2017-12-29;97
10224;9253;1111;2018-05-08;199
10480;9258;1111;2018-08-01;99
10293;9258;1111;2017-10-03;130
10141;9255;1111;2018-01-24;134
10425;9251;1105;2018-05-25;54
10284;9256;1105;2018-06-01;154
10862;9260;1105;2018-08-06;185
10863;9259;1105;2017-10-19;112
10113;9252;1105;2018-04-12;118
10123;9253;1105;2018-04-15;140
10244;9256;1105;2017-10-09;67
10572;9254;1105;2018-04-13;78
10063;9256;1105;2018-05-09;158
10759;9254;1105;2017-11-30;198
10255;9258;1677;2018-06-08;119
10653;9252;1677;2017-09-25;57
10926;9260;1677;2018-02-09;113
10618;9253;1677;2018-05-26;195
10761;9258;1677;2018-06-27;162
10497;9259;1677;2017-11-29;53
10243;9259;1677;2018-04-21;196
10343;9251;1677;2018-08-28;149
10726;9254;1677;2018-04-25;129
10564;9252;1677;2018-04-12;95
10854;9255;1532;2017-11-22;189
10568;9251;1532;2017-10-22;164
10825;9252;1532;2018-09-03;173
10099;9259;1532;2017-09-23;53
10561;9259;1532;2018-09-04;93
10112;9251;1532;2018-05-15;99
10396;9252;1532;2018-03-09;97
10574;9252;1532;2018-08-21;169
10952;9252;1532;2018-04-21;98
10170;9252;1532;2018-06-19;192
10077;9257;1532;2018-06-28;143
10902;9252;1532;2018-09-08;145
10109;9256;1532;2018-05-01;148
10119;9251;1532;2018-02-21;74
10601;9259;1532;2017-12-13;198
10035;9257;1482;2018-05-22;173
10845;9250;1482;2018-05-02;91
10476;9258;1482;2018-04-08;73
10919;9250;1482;2018-08-13;152
10373;9256;1482;2018-04-24;76
10148;9250;1482;2018-06-09;62
10903;9259;1482;2018-08-08;140
10731;9253;1482;2018-01-14;163
10673;9258;1482;2018-08-12;94
10252;9253;1286;2017-12-17;63
10346;9255;1286;2017-10-26;88
10596;9252;1286;2018-06-24;79
10927;9254;1286;2018-03-06;96
10834;9255;1286;2018-06-15;199
10112;9251;1286;2018-05-15;99
10416;9250;1286;2018-06-01;75
10377;9253;1286;2017-11-04;116
10789;9260;1286;2018-04-23;180
10363;9259;1286;2018-08-02;49
10672;9258;1286;2018-06-18;84
10074;9260;1286;2017-11-05;94
10731;9253;1529;2018-01-14;163
10617;9252;1529;2017-10-19;86
10673;9258;1529;2018-08-12;94
10785;9250;1529;2018-01-13;171
10929;9252;1529;2017-11-18;121
10028;9253;1529;2018-04-09;104
10263;9258;1529;2018-08-12;51
10021;9251;1529;2018-02-11;83
10115;9250;1529;2017-12-07;180
10703;9253;1529;2018-08-18;126
10001;9255;1103;2018-04-14;49
10521;9255;1103;2018-08-03;66
10890;9257;1103;2018-08-22;136
10396;9252;1103;2018-03-09;97
10635;9251;1103;2018-06-08;53
10946;9259;1103;2018-06-12;144
10966;9259;1103;2017-12-26;153
10477;9259;1103;2018-03-09;162
10989;9259;1103;2018-08-09;198
10200;9256;1103;2017-09-12;68
10143;9258;1103;2018-05-19;191
10944;9255;1103;2018-08-19;71
10357;9259;1103;2017-10-31;184
10377;9253;1103;2017-11-04;116
10075;9252;1091;2018-07-24;166
10387;9258;1091;2018-02-06;80
10638;9260;1091;2017-09-29;84
10432;9258;1091;2018-03-06;118
10589;9254;1091;2018-05-19;119
10792;9253;1091;2017-11-22;99
10339;9259;1091;2018-04-26;112
10986;9255;1091;2017-11-29;176
10849;9252;1091;2018-01-22;115
10692;9256;1091;2018-07-02;70
10010;9250;1091;2018-04-24;91
10522;9253;1091;2018-02-21;184
10785;9250;1091;2018-01-13;171
10943;9259;1091;2018-04-22;123
10615;9260;1091;2017-12-15;181
10103;9253;1091;2018-06-14;192
10853;9260;1091;2018-05-29;78
10335;9255;1091;2017-09-30;88
10936;9251;1837;2018-05-19;69
10022;9253;1837;2018-01-23;55
10787;9258;1837;2018-03-17;117
10080;9255;1837;2018-03-18;109
10033;9260;1837;2017-11-05;56
10837;9253;1837;2018-06-06;188
10265;9252;1837;2018-01-28;152
10790;9259;1837;2017-10-29;86
10640;9250;1837;2018-01-11;139
10953;9255;1837;2018-01-23;77
10717;9251;1837;2018-02-22;145
10141;9255;1926;2018-01-24;134
10509;9255;1926;2018-05-14;149
10306;9255;1926;2018-05-03;140
10225;9250;1926;2017-09-11;162
10998;9257;1926;2018-02-05;77
10999;9253;1926;2018-02-27;60
10667;9259;1926;2018-04-01;189
10592;9259;1926;2018-02-24;83
10083;9250;1806;2018-05-12;132
10799;9259;1806;2018-01-16;196
10923;9256;1806;2018-08-27;60
10202;9258;1806;2017-10-14;183
10995;9256;1806;2018-06-08;117
10157;9257;1806;2018-08-02;98
10834;9255;1806;2018-06-15;199
10978;9250;1806;2018-01-21;101
10650;9255;1806;2017-10-07;158
10739;9258;1806;2018-03-13;101
10865;9254;1806;2017-09-21;78
10944;9255;1806;2018-08-19;71
10432;9258;1806;2018-03-06;118
10395;9253;1806;2018-08-15;183
10790;9259;1333;2017-10-29;86
10008;9254;1333;2018-01-05;114
10602;9252;1333;2017-09-18;167
10051;9260;1333;2018-06-09;136
10193;9254;1333;2017-12-18;60
10038;9253;1333;2018-01-22;58
10532;9250;1333;2018-06-12;75
10737;9259;1333;2018-03-18;64
10862;9260;1333;2018-08-06;185
10902;9252;2081;2018-09-08;145
10160;9252;2081;2018-07-08;73
10383;9252;2081;2017-12-12;142
10692;9256;2081;2018-07-02;70
10888;9252;2081;2018-04-06;67
10951;9257;2081;2017-12-17;125
10839;9253;2081;2017-10-10;188
10993;9250;2081;2017-10-31;46
10707;9257;2081;2017-10-26;122
10673;9258;2081;2018-08-12;94
10683;9250;2080;2017-11-05;96
10734;9253;2080;2017-10-30;117
10837;9253;2080;2018-06-06;188
10940;9251;2080;2018-07-01;161
10701;9260;2080;2018-07-18;66
10784;9250;2080;2018-04-13;172
10844;9258;2080;2017-09-14;181
10850;9254;2080;2018-09-02;164
10427;9260;2080;2018-03-24;72
10998;9257;2080;2018-02-05;77
10224;9253;2080;2018-05-08;199
10241;9251;2080;2018-08-24;46
10994;9251;2080;2017-12-11;131
10648;9253;2080;2018-01-22;187
10939;9253;2080;2018-01-24;156
10463;9260;2080;2018-08-03;85
10781;9251;2080;2018-05-23;176
10222;9250;2018;2017-09-27;106
10198;9254;2018;2018-06-27;189
10335;9255;2018;2017-09-30;88
10903;9259;2018;2018-08-08;140
10646;9250;2018;2017-10-14;175
10011;9250;2018;2018-05-16;162
10406;9251;2018;2018-03-14;173
10117;9258;2018;2018-05-26;185
10792;9253;2018;2017-11-22;99
10362;9253;2018;2018-01-01;144
10010;9250;2018;2018-04-24;91
10764;9256;2018;2018-04-19;67
10919;9250;2076;2018-08-13;152
10473;9251;2076;2018-09-02;55
10849;9252;2076;2018-01-22;115
10074;9260;2076;2017-11-05;94
10484;9251;2076;2018-05-02;155
10348;9256;2076;2018-08-19;88
10032;9260;2076;2018-06-05;105
10688;9257;2076;2018-02-16;100
10978;9250;2076;2018-01-21;101
10328;9251;2076;2018-07-28;147
10696;9259;2076;2018-08-12;51
10233;9254;2076;2018-08-21;72
10764;9256;2076;2018-04-19;67
10086;9251;2076;2018-03-28;57
10729;9257;2076;2018-05-13;84
10728;9252;2076;2018-01-11;152
10471;9253;1783;2018-08-08;189
10759;9254;1783;2017-11-30;198
10415;9259;1783;2018-08-11;157
10134;9257;1783;2017-10-05;164
10921;9258;1783;2018-03-29;172
10649;9258;1783;2018-04-17;147
10369;9260;1783;2018-07-11;181
10080;9255;1783;2018-03-18;109
10144;9256;1783;2018-01-30;111
10538;9258;1783;2018-06-07;84
10889;9250;1783;2018-04-24;45
10547;9254;1783;2017-12-29;150
10721;9250;1783;2018-02-07;170
10916;9255;1783;2017-10-22;97
10492;9258;1783;2018-06-05;60
10087;9252;1783;2017-11-21;89
10562;9257;1491;2018-04-11;145
10641;9260;1491;2018-08-29;90
10094;9258;1491;2017-10-15;134
10459;9258;1491;2018-01-19;112
10930;9257;1491;2018-05-21;81
10128;9254;1491;2017-10-15;141
10274;9253;1491;2017-11-22;123
10532;9250;1491;2018-06-12;75
10043;9260;1491;2018-05-28;135
10144;9256;1491;2018-01-30;111
10205;9257;1491;2018-08-26;160
10005;9251;1491;2018-05-02;94
10961;9260;1491;2017-10-10;141
10737;9259;1491;2018-03-18;64
10691;9257;1491;2017-12-28;140
10482;9257;1491;2018-07-20;165
10813;9257;1965;2018-06-04;132
10704;9259;1965;2018-02-01;152
10689;9258;1965;2017-11-12;101
10106;9256;1965;2018-07-23;117
10870;9251;1965;2017-10-21;125
10717;9251;1965;2018-02-22;145
10797;9257;1965;2017-10-01;177
10562;9257;1965;2018-04-11;145
10641;9260;1965;2018-08-29;90
10910;9259;1965;2018-02-28;175
10784;9250;1303;2018-04-13;172
10819;9252;1303;2018-03-05;173
10734;9253;1303;2017-10-30;117
10190;9260;1303;2018-02-26;191
10500;9256;1303;2018-01-29;150
10704;9259;1303;2018-02-01;152
10645;9252;1303;2017-11-06;101
10517;9253;1303;2017-09-19;100
10070;9257;1303;2018-03-18;119
10259;9253;1303;2018-02-27;128
10522;9253;2009;2018-02-21;184
10248;9250;2009;2018-04-17;55
10197;9252;2009;2018-04-09;183
10432;9258;2009;2018-03-06;118
10677;9255;2009;2018-06-05;185
10711;9255;2009;2018-01-09;89
10491;9252;2009;2018-05-17;88
10537;9258;2009;2018-03-25;162
10723;9260;2009;2018-05-20;129
10009;9250;2009;2018-02-17;126
10584;9254;2009;2017-11-15;82
10921;9258;1860;2018-03-29;172
10781;9251;1860;2018-05-23;176
10605;9256;1860;2017-12-31;167
10012;9250;1860;2018-08-29;200
10462;9255;1860;2017-10-14;170
10857;9250;1860;2017-10-01;108
10443;9256;1860;2018-04-01;163
10602;9252;1860;2017-09-18;167
10385;9253;1860;2017-11-03;146
10772;9255;1860;2017-09-17;81
10407;9254;1860;2017-11-21;175
10020;9255;1860;2017-09-25;151
10637;9251;1860;2018-08-26;184
10019;9253;1860;2017-10-27;169
10948;9251;1860;2018-02-25;68
10280;9254;1860;2018-01-24;129
10460;9255;1636;2017-12-29;83
10819;9252;1636;2018-03-05;173
10181;9252;1636;2018-06-05;190
10494;9255;1636;2017-11-02;170
10778;9259;1636;2018-07-21;131
10013;9256;1636;2018-06-04;71
10306;9255;1636;2018-05-03;140
10555;9250;1767;2018-01-24;199
10604;9252;1767;2017-09-24;83
10337;9257;1767;2018-08-01;58
10338;9260;1767;2018-01-21;192
10244;9256;1767;2017-10-09;67
10717;9251;1767;2018-02-22;145
10948;9251;1767;2018-02-25;68
10059;9259;1767;2017-12-23;187
10294;9260;1767;2018-07-09;120
10889;9250;1767;2018-04-24;45
10343;9251;1658;2018-08-28;149
10727;9260;1658;2018-01-21;193
10575;9256;1658;2018-02-15;101
10502;9251;1658;2017-10-23;185
10950;9253;1658;2018-02-06;179
10517;9253;1658;2017-09-19;100
10590;9259;1658;2018-02-01;108
10510;9259;1658;2017-12-25;74
10538;9258;1658;2018-06-07;84
10626;9255;1658;2018-07-31;176
10895;9252;1658;2018-03-25;79
10501;9255;1658;2018-08-03;50
10194;9252;1658;2018-01-02;183
10754;9251;1658;2017-10-01;118
10110;9258;1658;2018-07-13;59
10721;9250;1658;2018-02-07;170
10030;9253;1658;2018-09-07;118
10563;9252;1658;2017-12-28;198
10177;9260;1781;2017-11-23;93
10683;9250;1781;2017-11-05;96
10232;9253;1781;2017-09-26;147
10166;9260;1781;2018-08-03;195
10815;9250;1781;2018-04-02;84
10500;9256;1781;2018-01-29;150
10443;9256;1781;2018-04-01;163
10060;9260;1781;2018-02-01;167
10867;9250;1781;2018-08-13;52
10675;9257;1781;2018-05-11;185
10407;9254;1781;2017-11-21;175
10740;9258;1781;2018-08-08;177
10938;9256;1781;2018-06-30;180
10702;9256;1781;2017-11-27;199
10992;9258;1781;2018-01-17;67
10519;9257;1781;2017-10-22;182
10430;9257;1223;2018-06-13;181
10781;9251;1223;2018-05-23;176
10796;9255;1223;2017-11-24;191
10419;9255;1223;2018-08-10;138
10985;9259;1223;2018-03-14;199
10091;9250;1223;2018-02-28;107
10734;9253;1223;2017-10-30;117
10361;9251;1768;2018-05-20;70
10135;9260;1768;2018-07-09;172
10069;9253;1768;2018-03-14;70
10348;9256;1768;2018-08-19;88
10738;9259;1768;2017-10-25;174
10794;9257;1768;2018-05-10;119
10516;9256;1768;2018-04-20;133
10055;9255;1768;2018-04-23;137
10839;9253;1768;2017-10-10;188
10235;9252;1768;2018-02-01;116
10127;9259;1768;2017-10-04;117
10184;9251;1768;2018-08-02;158
10201;9258;1768;2018-02-26;178
10521;9255;1768;2018-08-03;66
10392;9253;1263;2017-09-22;93
10861;9251;1263;2017-11-24;127
10521;9255;1263;2018-08-03;66
10981;9259;1263;2018-07-21;84
10569;9253;1263;2017-12-21;85
10378;9255;1263;2018-01-24;164
10350;9258;1263;2018-02-25;197
10687;9260;1263;2017-12-18;67
10993;9250;1263;2017-10-31;46
10620;9250;1263;2018-07-07;197
10496;9257;1263;2018-03-09;86
10472;9260;1263;2018-03-27;193
10092;9260;1263;2018-05-07;98
10095;9258;1263;2017-11-17;126
10926;9260;1295;2018-02-09;113
10702;9256;1295;2017-11-27;199
10939;9253;1295;2018-01-24;156
10600;9250;1295;2018-09-07;108
10044;9252;1295;2017-10-26;153
10833;9251;1295;2018-07-12;61
10188;9257;1295;2017-10-14;109
10634;9258;1295;2017-11-11;110
10984;9253;1708;2018-01-15;61
10115;9250;1708;2017-12-07;180
10674;9252;1708;2017-09-11;70
10827;9258;1708;2018-07-08;69
10741;9250;1708;2018-06-30;59
10148;9250;1708;2018-06-09;62
10757;9253;1708;2018-01-08;126
10271;9253;1708;2018-07-14;186
10782;9253;1708;2018-09-07;181
10479;9250;1398;2017-10-26;144
10028;9253;1398;2018-04-09;104
10747;9254;1398;2017-11-11;127
10570;9255;1398;2018-06-29;97
10749;9257;1398;2017-10-25;62
10736;9258;1398;2017-09-18;104
10248;9250;1702;2018-04-17;55
10109;9256;1702;2018-05-01;148
10951;9257;1702;2017-12-17;125
10393;9257;1702;2018-07-03;129
10377;9253;1702;2017-11-04;116
10540;9252;1702;2018-04-28;154
10696;9259;1702;2018-08-12;51
10176;9253;1702;2018-09-01;185
10744;9252;1702;2018-08-05;193
10946;9259;1702;2018-06-12;144
10398;9254;1702;2018-03-07;122
10566;9257;1702;2018-04-25;86
10291;9256;1272;2018-03-05;50
10554;9257;1272;2018-03-24;134
10889;9250;1272;2018-04-24;45
10765;9252;1272;2017-09-28;138
10637;9251;1272;2018-08-26;184
10051;9260;1272;2018-06-09;136
10961;9260;1272;2017-10-10;141
10494;9255;1272;2017-11-02;170
10953;9255;1272;2018-01-23;77
10626;9255;1272;2018-07-31;176
10565;9260;1272;2018-05-22;141
10680;9250;1272;2018-05-27;152
10407;9254;1272;2017-11-21;175
10641;9260;1272;2018-08-29;90
10602;9252;1142;2017-09-18;167
10037;9256;1142;2018-01-21;139
10523;9251;1142;2018-09-08;50
10474;9253;1142;2017-12-14;192
10008;9254;1142;2018-01-05;114
10500;9256;1142;2018-01-29;150
10193;9254;1142;2017-12-18;60
10572;9254;1838;2018-04-13;78
10873;9258;1838;2017-12-15;174
10851;9258;1838;2018-06-04;123
10598;9260;1838;2018-02-04;153
10241;9251;1838;2018-08-24;46
10695;9250;1838;2018-03-01;79
10038;9253;1838;2018-01-22;58
10105;9260;1838;2017-09-29;194
10636;9255;1838;2018-06-11;179
10955;9254;1838;2018-06-29;104
10605;9256;2013;2017-12-31;167
10689;9258;2013;2017-11-12;101
10439;9258;2013;2018-07-26;159
10533;9254;2013;2018-04-10;126
10939;9253;2013;2018-01-24;156
10168;9259;2013;2018-08-27;172
10410;9256;2013;2018-09-08;136
10717;9251;2013;2018-02-22;145
10344;9253;2013;2017-10-27;119
10667;9259;2013;2018-04-01;189
10768;9255;2013;2018-05-24;176
10745;9259;2013;2018-02-25;175
10316;9251;2013;2018-08-14;181
10483;9256;1898;2018-03-23;190
10830;9258;1898;2017-12-07;144
10116;9260;1898;2018-01-21;70
10511;9259;1898;2018-08-16;73
10704;9259;1898;2018-02-01;152
11000;9255;1898;2017-12-28;79
10647;9258;1898;2017-11-26;142
10104;9251;1898;2017-11-26;135
10376;9251;1134;2018-01-10;109
10820;9252;1134;2018-02-12;66
10015;9254;1134;2018-04-14;83
10300;9251;1134;2017-11-16;192
10730;9257;1134;2018-05-22;126
10849;9252;1134;2018-01-22;115
10638;9260;1134;2017-09-29;84
10390;9254;1134;2018-06-29;93
10660;9250;1134;2018-01-12;123
10373;9256;1134;2018-04-24;76
10937;9258;1134;2018-02-10;54
10307;9259;2017;2017-09-24;62
10702;9256;2017;2017-11-27;199
10733;9255;2017;2018-03-02;171
10304;9252;2017;2017-10-19;83
10557;9252;2017;2018-06-17;171
10555;9250;2017;2018-01-24;199
10293;9258;2017;2017-10-03;130
10538;9258;2017;2018-06-07;84
10873;9258;2017;2017-12-15;174
10343;9251;2017;2018-08-28;149
10765;9252;2017;2017-09-28;138
10970;9251;1937;2017-10-05;134
10043;9260;1937;2018-05-28;135
10488;9260;1937;2017-09-21;69
10280;9254;1937;2018-01-24;129
10146;9250;1937;2018-06-02;144
10091;9250;1937;2018-02-28;107
10308;9258;1937;2017-09-12;149
10838;9255;1631;2018-05-09;73
10846;9257;1631;2017-12-18;61
10315;9254;1631;2018-03-18;156
10034;9254;1631;2018-06-16;49
10642;9260;1631;2018-03-07;69
10352;9250;1631;2018-05-02;162
10990;9254;1631;2018-06-20;134
10364;9258;1631;2017-09-27;89
10032;9260;1631;2018-06-05;105
10321;9257;1631;2018-05-16;99
10088;9251;1877;2018-01-26;91
10616;9256;1877;2018-02-17;179
10212;9259;1877;2018-02-14;49
10944;9255;1877;2018-08-19;71
10395;9253;1877;2018-08-15;183
10711;9255;1877;2018-01-09;89
10365;9259;1877;2017-11-06;113
10811;9258;1877;2018-01-06;51
10001;9255;1877;2018-04-14;49
10515;9255;1877;2017-11-20;114
10300;9251;1877;2017-11-16;192
10705;9251;1877;2018-04-02;170
10832;9255;1877;2018-05-06;100
10356;9256;1877;2017-11-11;107
10004;9253;1877;2018-05-06;59
10490;9253;1877;2017-11-06;189
10644;9255;1423;2017-10-29;67
10613;9259;1423;2017-12-15;117
10582;9251;1423;2017-12-16;73
10880;9259;1423;2018-05-20;75
10635;9251;1423;2018-06-08;53
10175;9255;1423;2017-11-23;125
10687;9260;1199;2017-12-18;67
10573;9259;1199;2018-05-28;174
10029;9252;1199;2018-05-13;171
10965;9259;1199;2018-08-26;154
10703;9253;1199;2018-08-18;126
10738;9259;1199;2017-10-25;174
10664;9256;1199;2018-03-22;130
10551;9250;1199;2018-06-23;160
10393;9257;1199;2018-07-03;129
